idna_subject,checker_type,destination,source,tested_at,session_id
0018q.com,AVAILABILITY,origin.list,origin.list,2023-11-22 05:12:06.348398,b6df39350a560e7df64062af
0018r.com,AVAILABILITY,origin.list,origin.list,2023-11-22 05:12:06.544514,b6df39350a560e7df64062af
0018u.com,AVAILABILITY,origin.list,origin.list,2023-11-22 05:12:06.670980,b6df39350a560e7df64062af
0018y.com,AVAILABILITY,origin.list,origin.list,2023-11-22 05:12:06.780850,b6df39350a560e7df64062af
0018z.com,AVAILABILITY,origin.list,origin.list,2023-11-22 05:12:07.091608,b6df39350a560e7df64062af
001985.com,AVAILABILITY,origin.list,origin.list,2023-11-22 05:12:07.364685,b6df39350a560e7df64062af
0019223.com,AVAILABILITY,origin.list,origin.list,2023-11-22 05:12:07.660688,b6df39350a560e7df64062af
001917.com,AVAILABILITY,origin.list,origin.list,2023-11-22 05:12:07.693561,b6df39350a560e7df64062af
001993.com,AVAILABILITY,origin.list,origin.list,2023-11-22 05:12:08.805200,b6df39350a560e7df64062af
001998.com,AVAILABILITY,origin.list,origin.list,2023-11-22 05:12:08.938986,b6df39350a560e7df64062af
001dabao.com,AVAILABILITY,origin.list,origin.list,2023-11-22 05:12:09.091219,b6df39350a560e7df64062af
